customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment
CUST_014949,105,4,29369.059999999998,3,2,1,New Customers
CUST_014950,369,3,45380.33,1,1,1,Lost Customers
CUST_014951,181,4,173500.65,2,2,4,Lost Customers
CUST_014952,1,7,171856.41999999998,5,4,4,Champions
CUST_014953,114,7,28369.72,3,4,1,Others
CUST_014954,140,5,31633.33,2,3,1,At Risk
CUST_014955,511,2,17003.07,1,1,1,Lost Customers
CUST_014956,46,6,247479.51,4,4,5,Champions
CUST_014957,2,2,14132.31,5,1,1,Potential Loyalists
CUST_014958,181,3,91263.7,2,1,2,Lost Customers
CUST_014959,537,4,184116.84999999998,1,2,4,Lost Customers
CUST_014960,500,4,106591.61,1,2,3,Lost Customers
CUST_014961,137,7,228480.17,2,4,5,Champions
CUST_014962,366,4,83514.14,1,2,2,Lost Customers
CUST_014963,68,7,254829.49,4,4,5,Champions
CUST_014964,37,4,255363.01,4,2,5,Potential Loyalists
CUST_014965,31,5,95297.97,5,3,3,Loyal Customers
CUST_014966,95,4,70328.62999999999,3,2,2,New Customers
CUST_014967,96,6,43577.32,3,4,1,Others
CUST_014968,155,6,232291.84999999998,2,4,5,Champions
CUST_014969,351,4,31524.530000000002,1,2,1,Lost Customers
CUST_014970,68,7,142091.7,4,4,3,Loyal Customers
CUST_014971,10,8,148773.72999999998,5,5,4,Champions
CUST_014972,49,7,304025.52,4,4,5,Champions
CUST_014973,74,9,435144.55,4,5,5,Champions
CUST_014974,512,4,442360.31,1,2,5,Lost Customers
CUST_014975,492,1,2475.87,1,1,1,Lost Customers
CUST_014976,35,5,147916.18,4,3,4,Loyal Customers
CUST_014977,46,4,140760.25,4,2,3,Potential Loyalists
CUST_014978,125,4,81336.5,3,2,2,New Customers
CUST_014979,381,3,247813.49,1,1,5,Lost Customers
CUST_014980,12,3,57632.82,5,1,2,Potential Loyalists
CUST_014981,183,3,220958.88,2,1,4,Lost Customers
CUST_014982,39,4,152506.31,4,2,4,Potential Loyalists
CUST_014983,219,7,103961.41,2,4,3,At Risk
CUST_014984,256,3,130718.73999999999,1,1,3,Lost Customers
CUST_014985,122,9,441229.6,3,5,5,Champions
CUST_014986,244,2,163127.23,1,1,4,Lost Customers
CUST_014987,483,4,12583.34,1,2,1,Lost Customers
CUST_014988,338,5,274202.93,1,3,5,At Risk
CUST_014989,180,5,184960.22,2,3,4,At Risk
CUST_014990,2,3,58670.9,5,1,2,Potential Loyalists
CUST_014991,405,4,137194.84,1,2,3,Lost Customers
CUST_014992,86,5,154809.48,3,3,4,Loyal Customers
CUST_014993,52,4,17405.72,4,2,1,Potential Loyalists
CUST_014994,90,6,412975.58999999997,3,4,5,Champions
CUST_014995,26,5,96841.01000000001,5,3,3,Loyal Customers
CUST_014996,84,6,125723.96,3,4,3,Loyal Customers
CUST_014997,24,4,98373.05,5,2,3,Potential Loyalists
CUST_014998,57,2,13738.43,4,1,1,Potential Loyalists
CUST_014999,69,4,97738.11,4,2,3,Potential Loyalists
CUST_015000,19,6,93525.83,5,4,3,Loyal Customers
CUST_015001,182,2,242538.53999999998,2,1,5,Lost Customers
CUST_015002,174,3,13011.07,2,1,1,Lost Customers
CUST_015003,209,6,173704.8,2,4,4,Champions
CUST_015004,91,8,289976.5,3,5,5,Champions
CUST_015005,163,8,147902.8,2,5,4,Champions
CUST_015006,466,2,95476.36,1,1,3,Lost Customers
CUST_015007,86,10,159591.41,3,5,4,Champions
CUST_015008,1,5,96772.89,5,3,3,Loyal Customers
CUST_015009,86,3,36425.76,3,1,1,New Customers
CUST_015010,193,4,177366.37,2,2,4,Lost Customers
CUST_015011,227,4,50705.270000000004,2,2,2,Lost Customers
CUST_015012,52,5,194743.15,4,3,4,Loyal Customers
CUST_015013,533,1,5520.1,1,1,1,Lost Customers
CUST_015014,99,7,144216.01,3,4,3,Loyal Customers
CUST_015016,16,6,122672.70999999999,5,4,3,Loyal Customers
CUST_015017,90,5,73264.09999999999,3,3,2,Others
CUST_015018,85,3,33598.01,3,1,1,New Customers
CUST_015019,209,4,95458.77,2,2,3,Lost Customers
CUST_015020,97,5,37454.68,3,3,1,Others
CUST_015021,146,9,219594.87,2,5,4,Champions
CUST_015022,217,6,485972.39,2,4,5,Champions
CUST_015023,195,5,118191.69,2,3,3,At Risk
CUST_015024,171,5,123974.84,2,3,3,At Risk
CUST_015025,113,9,92083.87,3,5,2,Others
CUST_015026,81,5,155917.47,3,3,4,Loyal Customers
CUST_015027,332,3,201724.47,1,1,4,Lost Customers
CUST_015028,498,2,230888.89,1,1,5,Lost Customers
CUST_015029,555,2,8073.51,1,1,1,Lost Customers
CUST_015030,114,7,271029.82,3,4,5,Champions
CUST_015031,70,4,41603.82,4,2,1,Potential Loyalists
CUST_015032,92,5,165882.41999999998,3,3,4,Loyal Customers
CUST_015033,126,2,6754.7,3,1,1,New Customers
CUST_015034,89,6,30678.18,3,4,1,Others
CUST_015035,60,9,210117.2,4,5,4,Champions
CUST_015036,137,6,60148.119999999995,2,4,2,At Risk
CUST_015037,136,3,67270.43,2,1,2,Lost Customers
CUST_015038,59,3,24332.43,4,1,1,Potential Loyalists
CUST_015039,60,9,404197.38,4,5,5,Champions
CUST_015040,18,8,143184.33000000002,5,5,3,Loyal Customers
CUST_015041,124,5,141540.58000000002,3,3,3,Loyal Customers
CUST_015042,239,6,215992.96,1,4,4,Champions
CUST_015043,302,5,129264.56999999999,1,3,3,At Risk
CUST_015044,70,11,83179.25,4,5,2,Potential Loyalists
CUST_015045,256,2,12255.19,1,1,1,Lost Customers
CUST_015046,93,7,99393.15999999999,3,4,3,Loyal Customers
CUST_015047,47,5,86776.81,4,3,2,Potential Loyalists
CUST_015048,152,6,438602.26999999996,2,4,5,Champions
CUST_015049,382,4,82347.47,1,2,2,Lost Customers
CUST_015050,21,3,163111.11,5,1,4,Potential Loyalists
CUST_015051,229,4,88643.67,2,2,2,Lost Customers
CUST_015052,95,3,123345.68000000001,3,1,3,New Customers
CUST_015053,61,6,70822.44,4,4,2,Potential Loyalists
CUST_015054,93,6,120558.51,3,4,3,Loyal Customers
CUST_015055,64,5,135922.98,4,3,3,Loyal Customers
CUST_015056,143,5,127158.37,2,3,3,At Risk
CUST_015057,62,7,276329.63,4,4,5,Champions
CUST_015058,36,6,282900.43,4,4,5,Champions
CUST_015059,24,1,7073.72,5,1,1,Potential Loyalists
CUST_015060,142,3,254172.69,2,1,5,Lost Customers
CUST_015061,28,8,234694.99,5,5,5,Champions
CUST_015062,146,6,305338.87,2,4,5,Champions
CUST_015063,9,4,108794.33000000002,5,2,3,Potential Loyalists
CUST_015064,255,4,76386.62,1,2,2,Lost Customers
CUST_015065,45,5,117791.86,4,3,3,Loyal Customers
CUST_015066,42,4,116734.13,4,2,3,Potential Loyalists
CUST_015067,60,7,90614.13,4,4,2,Potential Loyalists
CUST_015068,38,5,80005.24,4,3,2,Potential Loyalists
CUST_015069,59,5,36308.66,4,3,1,Potential Loyalists
CUST_015070,97,7,70635.61,3,4,2,Others
CUST_015071,213,12,213527.31,2,5,4,Champions
CUST_015072,4,4,138379.02000000002,5,2,3,Potential Loyalists
CUST_015073,364,2,174196.66999999998,1,1,4,Lost Customers
CUST_015074,250,2,28623.6,1,1,1,Lost Customers
CUST_015075,577,2,89996.54999999999,1,1,2,Lost Customers
CUST_015076,90,4,105500.06,3,2,3,New Customers
CUST_015077,49,5,71551.64,4,3,2,Potential Loyalists
CUST_015078,19,3,32217.04,5,1,1,Potential Loyalists
CUST_015079,266,4,78168.93,1,2,2,Lost Customers
CUST_015080,137,6,238924.98,2,4,5,Champions
CUST_015081,54,6,143713.69,4,4,3,Loyal Customers
CUST_015082,177,9,201175.02,2,5,4,Champions
CUST_015083,108,7,502574.04000000004,3,4,5,Champions
CUST_015084,124,4,72148.15000000001,3,2,2,New Customers
CUST_015085,65,7,123723.64,4,4,3,Loyal Customers
CUST_015086,32,3,48069.67,5,1,1,Potential Loyalists
CUST_015087,188,4,58035.07,2,2,2,Lost Customers
CUST_015088,174,6,145793.41,2,4,4,Champions
CUST_015089,128,7,112514.9,3,4,3,Loyal Customers
CUST_015090,6,4,127824.85,5,2,3,Potential Loyalists
CUST_015091,136,7,278583.22,2,4,5,Champions
CUST_015092,305,8,174839.49,1,5,4,Champions
CUST_015093,122,9,503933.48,3,5,5,Champions
CUST_015094,156,5,40951.619999999995,2,3,1,At Risk
CUST_015095,641,1,2513.78,1,1,1,Lost Customers
CUST_015096,87,4,94617.26,3,2,3,New Customers
CUST_015097,160,4,73235.53,2,2,2,Lost Customers
CUST_015098,48,4,59368.68,4,2,2,Potential Loyalists
CUST_015099,75,6,272500.36,3,4,5,Champions
CUST_015100,51,4,113494.87000000001,4,2,3,Potential Loyalists
CUST_015101,27,10,194969.38,5,5,4,Champions
CUST_015102,137,8,382818.16,2,5,5,Champions
CUST_015103,68,6,224672.55,4,4,4,Champions
CUST_015104,194,6,127250.90000000001,2,4,3,At Risk
CUST_015105,400,3,31353.879999999997,1,1,1,Lost Customers
CUST_015106,24,9,411979.29,5,5,5,Champions
CUST_015107,95,6,182811.2,3,4,4,Champions
CUST_015108,98,9,256835.11,3,5,5,Champions
CUST_015109,483,1,749.72,1,1,1,Lost Customers
CUST_015110,58,5,300987.44999999995,4,3,5,Loyal Customers
CUST_015111,64,5,246234.30000000002,4,3,5,Loyal Customers
CUST_015112,93,8,172067.43,3,5,4,Champions
CUST_015113,263,2,17426.36,1,1,1,Lost Customers
CUST_015114,107,7,141188.36,3,4,3,Loyal Customers
CUST_015115,28,8,459623.43,5,5,5,Champions
CUST_015116,217,2,85271.79999999999,2,1,2,Lost Customers
CUST_015117,131,6,177276.06,3,4,4,Champions
CUST_015118,12,5,327170.75,5,3,5,Loyal Customers
CUST_015119,57,5,48475.67,4,3,1,Potential Loyalists
CUST_015120,126,4,77841.72,3,2,2,New Customers
CUST_015121,6,4,36589.32,5,2,1,Potential Loyalists
CUST_015122,57,2,55361.51,4,1,2,Potential Loyalists
CUST_015123,194,3,87508.13,2,1,2,Lost Customers
CUST_015124,3,6,110298.73999999999,5,4,3,Loyal Customers
CUST_015125,52,5,82274.14,4,3,2,Potential Loyalists
CUST_015126,57,4,288852.58999999997,4,2,5,Potential Loyalists
CUST_015127,294,4,93468.25,1,2,3,Lost Customers
CUST_015128,293,5,90670.1,1,3,2,At Risk
CUST_015129,91,6,244889.38,3,4,5,Champions
CUST_015130,603,2,11154.92,1,1,1,Lost Customers
CUST_015131,367,4,57136.75,1,2,2,Lost Customers
CUST_015132,5,5,105202.51000000001,5,3,3,Loyal Customers
CUST_015133,38,2,15824.77,4,1,1,Potential Loyalists
CUST_015134,34,9,227873.6,4,5,5,Champions
CUST_015135,117,9,202130.32,3,5,4,Champions
CUST_015136,190,3,89878.45000000001,2,1,2,Lost Customers
CUST_015137,162,3,51021.57,2,1,2,Lost Customers
CUST_015138,243,4,206282.46000000002,1,2,4,Lost Customers
CUST_015139,170,5,86281.36,2,3,2,At Risk
CUST_015140,14,2,53518.47,5,1,2,Potential Loyalists
CUST_015141,0,4,82807.59,5,2,2,Potential Loyalists
CUST_015142,38,5,180925.6,4,3,4,Loyal Customers
CUST_015143,97,7,156334.51,3,4,4,Champions
CUST_015144,74,7,41174.22,4,4,1,Potential Loyalists
CUST_015145,60,7,91476.1,4,4,2,Potential Loyalists
CUST_015146,77,3,77928.54000000001,3,1,2,New Customers
CUST_015147,26,4,71015.74,5,2,2,Potential Loyalists
CUST_015148,123,3,47393.159999999996,3,1,1,New Customers
CUST_015149,546,2,24152.92,1,1,1,Lost Customers
CUST_015150,188,10,269854.49,2,5,5,Champions
CUST_015151,515,2,90968.65999999999,1,1,2,Lost Customers
CUST_015152,364,4,181357.23,1,2,4,Lost Customers
CUST_015153,121,6,240413.87999999998,3,4,5,Champions
CUST_015154,30,4,88993.43,5,2,2,Potential Loyalists
CUST_015155,111,7,209880.45,3,4,4,Champions
CUST_015156,43,6,180632.90999999997,4,4,4,Champions
CUST_015157,102,4,175960.65,3,2,4,New Customers
CUST_015158,24,9,206978.86,5,5,4,Champions
CUST_015159,70,4,96956.51999999999,4,2,3,Potential Loyalists
CUST_015160,111,5,215355.44,3,3,4,Loyal Customers
CUST_015161,139,8,450015.19999999995,2,5,5,Champions
CUST_015162,140,7,347371.0,2,4,5,Champions
CUST_015163,8,4,22145.81,5,2,1,Potential Loyalists
CUST_015164,78,6,76564.18,3,4,2,Others
CUST_015165,1,3,109141.42,5,1,3,Potential Loyalists
CUST_015166,166,6,67581.27,2,4,2,At Risk
CUST_015167,306,2,35973.28,1,1,1,Lost Customers
CUST_015168,302,6,192342.99,1,4,4,Champions
CUST_015169,247,4,62430.25,1,2,2,Lost Customers
CUST_015170,144,4,14828.529999999999,2,2,1,Lost Customers
CUST_015171,51,5,262900.27,4,3,5,Loyal Customers
CUST_015172,165,6,223397.78,2,4,4,Champions
CUST_015173,86,4,56417.92,3,2,2,New Customers
CUST_015174,39,4,51922.270000000004,4,2,2,Potential Loyalists
CUST_015175,103,6,118609.45,3,4,3,Loyal Customers
CUST_015176,13,5,142895.91,5,3,3,Loyal Customers
CUST_015177,25,5,455646.76999999996,5,3,5,Loyal Customers
CUST_015178,67,3,41007.89,4,1,1,Potential Loyalists
CUST_015179,97,12,396441.91000000003,3,5,5,Champions
CUST_015180,173,5,27530.05,2,3,1,At Risk
CUST_015181,27,9,165605.34,5,5,4,Champions
CUST_015182,576,2,20253.96,1,1,1,Lost Customers
CUST_015183,323,2,15000.86,1,1,1,Lost Customers
CUST_015184,196,9,174684.07,2,5,4,Champions
CUST_015185,168,7,391156.19,2,4,5,Champions
CUST_015186,106,6,125994.26000000001,3,4,3,Loyal Customers
CUST_015187,32,5,167429.41,5,3,4,Loyal Customers
CUST_015188,132,3,184646.02000000002,3,1,4,New Customers
CUST_015189,32,7,97783.09,5,4,3,Loyal Customers
CUST_015190,151,5,170973.23,2,3,4,At Risk
CUST_015191,0,6,73581.77,5,4,2,Potential Loyalists
CUST_015192,488,3,147592.14,1,1,4,Lost Customers
CUST_015193,18,5,67224.96,5,3,2,Potential Loyalists
CUST_015194,158,6,92414.18000000001,2,4,2,At Risk
CUST_015195,8,3,141836.69,5,1,3,Potential Loyalists
CUST_015196,77,6,104309.41,3,4,3,Loyal Customers
CUST_015197,122,4,26454.940000000002,3,2,1,New Customers
CUST_015198,250,8,342915.72,1,5,5,Champions
CUST_015199,202,2,212264.21,2,1,4,Lost Customers
CUST_015200,194,6,179086.03,2,4,4,Champions
CUST_015201,330,5,119213.69,1,3,3,At Risk
CUST_015202,116,4,45829.25,3,2,1,New Customers
CUST_015203,36,3,66896.17,4,1,2,Potential Loyalists
CUST_015204,39,6,112317.32,4,4,3,Loyal Customers
CUST_015205,26,5,152340.61,5,3,4,Loyal Customers
CUST_015206,45,6,322881.67,4,4,5,Champions
CUST_015207,47,3,156323.13,4,1,4,Potential Loyalists
CUST_015208,208,3,37577.05,2,1,1,Lost Customers
CUST_015209,100,3,20321.32,3,1,1,New Customers
CUST_015210,324,5,281874.82,1,3,5,At Risk
CUST_015211,7,6,182327.35,5,4,4,Champions
CUST_015212,64,7,268605.81,4,4,5,Champions
CUST_015213,33,12,285940.49,4,5,5,Champions
CUST_015214,197,4,94905.98,2,2,3,Lost Customers
CUST_015215,12,7,105571.79000000001,5,4,3,Loyal Customers
CUST_015216,349,4,51810.29,1,2,2,Lost Customers
CUST_015217,301,3,201963.84,1,1,4,Lost Customers
CUST_015218,561,2,131915.82,1,1,3,Lost Customers
CUST_015219,23,4,92617.15000000001,5,2,3,Potential Loyalists
CUST_015220,1,5,306044.73,5,3,5,Loyal Customers
CUST_015221,239,6,53801.13,1,4,2,At Risk
CUST_015222,337,3,106160.89,1,1,3,Lost Customers
CUST_015223,320,4,86439.51999999999,1,2,2,Lost Customers
CUST_015224,86,5,411329.43,3,3,5,Loyal Customers
CUST_015225,17,3,38497.32,5,1,1,Potential Loyalists
CUST_015226,70,4,89422.83,4,2,2,Potential Loyalists
CUST_015227,115,4,16811.95,3,2,1,New Customers
CUST_015228,197,5,91887.20999999999,2,3,2,At Risk
CUST_015229,124,4,54554.69,3,2,2,New Customers
CUST_015230,102,5,261779.55,3,3,5,Loyal Customers
CUST_015231,105,8,113448.71,3,5,3,Loyal Customers
CUST_015232,55,5,146577.9,4,3,4,Loyal Customers
CUST_015233,105,6,116287.73000000001,3,4,3,Loyal Customers
CUST_015234,84,6,89924.2,3,4,2,Others
CUST_015235,4,6,162360.41999999998,5,4,4,Champions
CUST_015236,558,2,23077.620000000003,1,1,1,Lost Customers
CUST_015237,24,8,331998.16000000003,5,5,5,Champions
CUST_015238,17,2,8367.76,5,1,1,Potential Loyalists
CUST_015239,33,2,47437.31,4,1,1,Potential Loyalists
CUST_015240,46,8,189511.34,4,5,4,Champions
CUST_015241,101,6,123132.53,3,4,3,Loyal Customers
CUST_015242,413,1,26058.21,1,1,1,Lost Customers
CUST_015243,345,3,94244.59,1,1,3,Lost Customers
CUST_015244,2,5,128060.26999999999,5,3,3,Loyal Customers
CUST_015245,33,6,118028.97,4,4,3,Loyal Customers
CUST_015246,16,4,83026.81,5,2,2,Potential Loyalists
CUST_015247,320,2,286366.28,1,1,5,Lost Customers
CUST_015248,248,6,266192.52,1,4,5,Champions
CUST_015249,33,9,95782.75,4,5,3,Loyal Customers
CUST_015250,22,8,70567.87,5,5,2,Potential Loyalists
CUST_015251,246,4,179037.44,1,2,4,Lost Customers
CUST_015252,52,5,63790.3,4,3,2,Potential Loyalists
CUST_015253,23,4,152033.16,5,2,4,Potential Loyalists
CUST_015254,2,7,106453.15,5,4,3,Loyal Customers
CUST_015255,109,6,44014.29,3,4,1,Others
CUST_015256,238,6,27627.339999999997,1,4,1,At Risk
CUST_015257,130,3,98552.57,3,1,3,New Customers
CUST_015258,200,2,90781.55,2,1,2,Lost Customers
CUST_015259,48,3,18426.59,4,1,1,Potential Loyalists
CUST_015260,82,7,339397.31,3,4,5,Champions
CUST_015261,53,4,53806.75,4,2,2,Potential Loyalists
CUST_015262,546,2,54580.600000000006,1,1,2,Lost Customers
CUST_015263,319,3,110763.44,1,1,3,Lost Customers
CUST_015264,59,5,81020.36,4,3,2,Potential Loyalists
CUST_015265,83,5,85539.5,3,3,2,Others
CUST_015266,530,1,16301.38,1,1,1,Lost Customers
CUST_015267,145,5,87244.9,2,3,2,At Risk
CUST_015268,218,4,69665.72,2,2,2,Lost Customers
CUST_015269,27,1,58760.27,5,1,2,Potential Loyalists
CUST_015270,30,9,370268.30000000005,5,5,5,Champions
CUST_015271,7,8,221139.95,5,5,4,Champions
CUST_015272,49,6,166157.56,4,4,4,Champions
CUST_015273,74,6,67410.63,4,4,2,Potential Loyalists
CUST_015274,1,12,147637.05,5,5,4,Champions
CUST_015275,33,6,196472.47,4,4,4,Champions
CUST_015276,40,3,216800.19,4,1,4,Potential Loyalists
CUST_015277,0,8,100473.85,5,5,3,Loyal Customers
CUST_015278,322,6,62992.44,1,4,2,At Risk
CUST_015279,33,5,51766.380000000005,4,3,2,Potential Loyalists
CUST_015280,69,3,133321.18,4,1,3,Potential Loyalists
CUST_015281,54,12,223640.44,4,5,4,Champions
CUST_015282,113,6,123526.71,3,4,3,Loyal Customers
CUST_015283,204,5,110839.21999999999,2,3,3,At Risk
CUST_015284,14,6,232015.08000000002,5,4,5,Champions
CUST_015285,196,5,215465.97,2,3,4,At Risk
CUST_015286,43,4,110701.05,4,2,3,Potential Loyalists
CUST_015287,54,6,75667.5,4,4,2,Potential Loyalists
CUST_015288,47,5,49205.92,4,3,2,Potential Loyalists
CUST_015289,355,3,59803.07,1,1,2,Lost Customers
CUST_015290,369,2,15727.07,1,1,1,Lost Customers
CUST_015291,67,5,121814.79000000001,4,3,3,Loyal Customers
CUST_015292,74,5,323755.44,4,3,5,Loyal Customers
CUST_015293,72,5,47750.13,4,3,1,Potential Loyalists
CUST_015294,26,7,150721.14,5,4,4,Champions
CUST_015295,189,2,7312.150000000001,2,1,1,Lost Customers
CUST_015296,36,2,2201.58,4,1,1,Potential Loyalists
CUST_015297,489,2,38415.25,1,1,1,Lost Customers
CUST_015298,191,4,58636.56,2,2,2,Lost Customers
CUST_015299,76,7,142116.72999999998,3,4,3,Loyal Customers
CUST_015300,107,5,143412.37,3,3,3,Loyal Customers
CUST_015301,64,3,47674.47,4,1,1,Potential Loyalists
CUST_015302,92,4,67435.64,3,2,2,New Customers
CUST_015303,503,2,72674.61,1,1,2,Lost Customers
CUST_015304,359,4,133971.95,1,2,3,Lost Customers
CUST_015305,353,6,122735.48000000001,1,4,3,At Risk
CUST_015306,192,6,131123.88,2,4,3,At Risk
CUST_015307,157,6,41770.88,2,4,1,At Risk
CUST_015308,153,8,228750.67,2,5,5,Champions
CUST_015309,78,3,31892.15,3,1,1,New Customers
CUST_015310,24,10,304214.87,5,5,5,Champions
CUST_015311,418,4,68232.88,1,2,2,Lost Customers
CUST_015312,101,5,22226.81,3,3,1,Others
CUST_015313,74,7,158940.75,4,4,4,Champions
CUST_015314,168,3,63972.25,2,1,2,Lost Customers
CUST_015315,1,7,201302.58000000002,5,4,4,Champions
CUST_015316,60,9,423682.48,4,5,5,Champions
CUST_015317,89,1,4442.46,3,1,1,New Customers
CUST_015318,52,5,102122.1,4,3,3,Loyal Customers
CUST_015319,52,6,42565.05,4,4,1,Potential Loyalists
CUST_015320,182,2,61852.899999999994,2,1,2,Lost Customers
CUST_015321,248,3,92081.76,1,1,2,Lost Customers
CUST_015322,243,2,56188.34,1,1,2,Lost Customers
CUST_015323,53,7,252204.35,4,4,5,Champions
CUST_015324,0,9,94247.86,5,5,3,Loyal Customers
CUST_015325,107,3,53360.36,3,1,2,New Customers
CUST_015326,246,3,25146.41,1,1,1,Lost Customers
CUST_015327,208,9,250470.2,2,5,5,Champions
CUST_015328,553,2,64520.53,1,1,2,Lost Customers
CUST_015329,122,6,145694.46000000002,3,4,4,Champions
CUST_015330,24,4,86791.62000000001,5,2,2,Potential Loyalists
CUST_015331,105,3,98433.73999999999,3,1,3,New Customers
CUST_015333,22,10,304467.13,5,5,5,Champions
CUST_015334,30,10,290016.85,5,5,5,Champions
CUST_015335,120,10,270777.46,3,5,5,Champions
CUST_015336,161,6,182947.13999999998,2,4,4,Champions
CUST_015337,248,4,48080.0,1,2,1,Lost Customers
CUST_015338,101,4,121490.29,3,2,3,New Customers
CUST_015339,239,3,32757.440000000002,1,1,1,Lost Customers
CUST_015340,102,4,439427.91000000003,3,2,5,New Customers
CUST_015341,134,1,74797.62,2,1,2,Lost Customers
CUST_015342,466,1,25204.23,1,1,1,Lost Customers
CUST_015343,86,6,44307.5,3,4,1,Others
CUST_015344,89,7,148689.02,3,4,4,Champions
CUST_015345,184,4,80212.04,2,2,2,Lost Customers
CUST_015346,101,4,104183.33,3,2,3,New Customers
CUST_015347,23,5,154497.47,5,3,4,Loyal Customers
CUST_015348,529,6,135256.8,1,4,3,At Risk
CUST_015349,102,7,235171.43,3,4,5,Champions
CUST_015350,30,7,250670.06,5,4,5,Champions
CUST_015351,23,5,71012.01999999999,5,3,2,Potential Loyalists
CUST_015352,101,9,357698.18,3,5,5,Champions
CUST_015353,146,5,79928.5,2,3,2,At Risk
CUST_015354,62,6,484829.24,4,4,5,Champions
CUST_015355,121,5,162090.75,3,3,4,Loyal Customers
CUST_015356,149,4,68342.69,2,2,2,Lost Customers
CUST_015357,87,3,25958.85,3,1,1,New Customers
CUST_015358,33,5,439138.24,4,3,5,Loyal Customers
CUST_015359,334,4,170048.38,1,2,4,Lost Customers
CUST_015360,213,3,14285.279999999999,2,1,1,Lost Customers
CUST_015361,95,9,194291.08000000002,3,5,4,Champions
CUST_015362,6,3,141682.45,5,1,3,Potential Loyalists
CUST_015363,208,3,157655.75999999998,2,1,4,Lost Customers
CUST_015364,28,3,57844.479999999996,5,1,2,Potential Loyalists
CUST_015365,88,2,33310.31,3,1,1,New Customers
CUST_015366,605,1,985.28,1,1,1,Lost Customers
CUST_015367,88,5,171210.68,3,3,4,Loyal Customers
CUST_015368,145,8,165398.51,2,5,4,Champions
CUST_015369,114,7,237757.78,3,4,5,Champions
CUST_015370,14,6,88746.68999999999,5,4,2,Potential Loyalists
CUST_015371,85,10,209244.87000000002,3,5,4,Champions
CUST_015372,52,4,40913.7,4,2,1,Potential Loyalists
CUST_015373,37,9,242086.68,4,5,5,Champions
CUST_015374,5,4,42432.35,5,2,1,Potential Loyalists
CUST_015375,35,4,117141.76000000001,4,2,3,Potential Loyalists
CUST_015376,54,5,159720.53,4,3,4,Loyal Customers
CUST_015377,267,4,306604.75,1,2,5,Lost Customers
CUST_015378,336,3,23650.77,1,1,1,Lost Customers
CUST_015379,109,4,282607.35,3,2,5,New Customers
CUST_015380,103,6,174024.06,3,4,4,Champions
CUST_015381,33,6,84618.78,4,4,2,Potential Loyalists
CUST_015382,34,6,87611.45,4,4,2,Potential Loyalists
CUST_015383,143,5,388598.02999999997,2,3,5,At Risk
CUST_015384,31,6,109036.23,5,4,3,Loyal Customers
CUST_015385,31,2,32262.56,5,1,1,Potential Loyalists
CUST_015386,81,9,307418.95999999996,3,5,5,Champions
CUST_015387,276,3,395359.23,1,1,5,Lost Customers
CUST_015388,62,7,238185.48,4,4,5,Champions
CUST_015389,664,2,109021.0,1,1,3,Lost Customers
CUST_015390,79,4,54115.0,3,2,2,New Customers
CUST_015391,2,3,127725.05000000002,5,1,3,Potential Loyalists
CUST_015392,72,5,169363.25,4,3,4,Loyal Customers
CUST_015393,27,6,188434.74,5,4,4,Champions
CUST_015394,49,8,268054.14,4,5,5,Champions
CUST_015395,299,3,136079.05,1,1,3,Lost Customers
CUST_015396,216,5,63983.82,2,3,2,At Risk
CUST_015397,151,10,230125.52000000002,2,5,5,Champions
CUST_015398,102,4,101607.49,3,2,3,New Customers
CUST_015399,276,6,356802.29,1,4,5,Champions
CUST_015400,57,6,187085.64,4,4,4,Champions
CUST_015401,4,8,159611.26,5,5,4,Champions
CUST_015402,333,5,398522.84,1,3,5,At Risk
CUST_015403,35,5,76070.31999999999,4,3,2,Potential Loyalists
CUST_015404,334,4,16610.96,1,2,1,Lost Customers
CUST_015405,210,7,494044.76,2,4,5,Champions
CUST_015406,1,2,105540.65,5,1,3,Potential Loyalists
CUST_015407,95,3,46540.26,3,1,1,New Customers
CUST_015408,662,3,170291.89,1,1,4,Lost Customers
CUST_015409,12,8,118013.82,5,5,3,Loyal Customers
CUST_015410,28,7,138412.33,5,4,3,Loyal Customers
CUST_015411,162,4,88094.05,2,2,2,Lost Customers
CUST_015412,101,4,94214.54000000001,3,2,3,New Customers
CUST_015413,43,3,18290.08,4,1,1,Potential Loyalists
CUST_015414,93,7,145738.41,3,4,4,Champions
CUST_015415,170,5,118704.61,2,3,3,At Risk
CUST_015416,113,6,48414.88,3,4,1,Others
CUST_015417,10,3,26879.02,5,1,1,Potential Loyalists
CUST_015418,330,5,236849.44,1,3,5,At Risk
CUST_015419,24,6,128635.57,5,4,3,Loyal Customers
CUST_015420,288,3,315413.93,1,1,5,Lost Customers
CUST_015421,12,8,275278.27,5,5,5,Champions
CUST_015422,76,6,403818.14,3,4,5,Champions
CUST_015423,103,5,59431.619999999995,3,3,2,Others
CUST_015424,61,7,151781.4,4,4,4,Champions
CUST_015425,67,5,33453.01,4,3,1,Potential Loyalists
CUST_015426,32,4,148279.05,5,2,4,Potential Loyalists
CUST_015427,40,5,167737.56,4,3,4,Loyal Customers
CUST_015428,75,4,88801.29000000001,3,2,2,New Customers
CUST_015429,53,4,235187.04,4,2,5,Potential Loyalists
CUST_015430,44,6,102739.33,4,4,3,Loyal Customers
CUST_015431,29,8,69316.06,5,5,2,Potential Loyalists
